content,score,label
"Dari SD kelas 3 aku mau daftar ruang guru, tapi kata ibuku kelas 6 aja, tapi pas kelas 6 SD lupa kalau ada ruang guru, pas ada Clash of Champions baru ingat kalau ada ruang guru, dan sekarang saya kelas 9 atau kelas 3 SMP 😅",5,Positif
Sangat membantu😄😄😄😄,5,Positif
Alhamdulilah aplikasinya sangat membantu walau saya gagal menjadi juara di olimpiade sains nasional (osn) matematika saya sangat bangga dapat berprestasi semoga ruang guru dapat brrmanfaat bagi semua orang,5,Positif
Pokoknya bagus pol,5,Positif
nomor gw bocor ato gimana tiba tiba di tlpon orng ga jelas katanya dari ruang guru,1,Negatif
tolong bgttt gabisa di install apk nyaa kenapa yaa??,2,Negatif
"Alhamdulillah,suka banget sama ruang guru, sangat mendidik dan memberi banyak ilmunya🔥🔥",5,Positif
"ngebantu banget, sukses terus ruang guru💗💗",5,Positif
Install cuma untuk nonton variety show aowkaowkoswkskowkoakwoo,5,Positif
Keren pisan euy😍,5,Positif
"Siapa nih yg download ruang guru krna ingin liat clash of Champions saya, saya. Jujur saya terharu dan bangga melihat anak2 Indonesia yg cerdas di clash of Champions. Berharap ingin menjadi seperti mereka di suatu saat nanti. Dan mungkin saya akan menggunakan ruang guru untuk mewujudkan cita2 itu",5,Positif
bagus karna ada clash of champions nya,5,Positif
"Bagus banget, app ini bantu untuk mempertahankan nilai aku supaya tetap di angka 90-an. Makasih ruang guru :D",5,Positif
Mantap deh pakai ruang guru jadi lebih mudah,5,Positif
"Terima kasih ruangguru,ruang belajar selama ini kalian telah menemani saya mempersiapkan SNBT juga strategi yang kalian rekomendasikan juga saya terapkan dan sekarang saya sudah lulus PTN impian saya. saya terbantu dengan adanya teman AI dan ya thats fantastic...dan sekarang paket ruang guru utbk2024 saya akan berakhir bulan agustus ini.",5,Positif
"I like this app, keren banget aku bisa belajar dari sini yang awalnya rank 4 aku bisa jadi rank 1 terus, dan Ruangguru banyak update baru, keren banget tapi ai nya gimana ya cara dapet energi nya gratis 🥲 tapi tetap keren sih approve banget, yang belum berlangganan jangan ragu deh 👍🏻👍🏻🙏🏻",5,Positif
Semoga bisa masuk UI. Amin,5,Positif
"Apknya bagus cuma masalahnya aku mau nonton class of champion kan pertama di suruh isi data nah aku datanya udah isi cuma masalahnya aku gak bisa di geser ke bawah data nya, padahal masih ada data yang harus di isi. Aku kasih bintang 1 dulu nanti kalo udah di perbaiki aku kasih bintang 5 deh",1,Negatif
Nginstall ruang guru cuma png nonton CoC,5,Positif
"Halo, saya K .Salwa. W , pengalaman belajar disini sangat seru, semuanya nampak sangat inovatif, aku sarankan jika kalian ingin belajar sebagai pemula, KE RUANGGURU AJA!!",5,Positif
"woi ruangguru, gue udah 5 tahun ya ngabdi sama lu, pls 4 tahun lagi terima gue di champiom class 😡😡😡😡😡😡",5,Positif
sangat bermanfaat 👍🏻,5,Positif
sangat membantu untuk para pelajar di indonesia,5,Positif
menurut ku ini aplikasi nya bagus buat belajar,5,Positif
aplikasi belajar the bestt!!,5,Positif
"Sumpah nih ya ini apk ngebantu banget Videonya bikin cepet paham + banyak latihan soal menantang dari mudah sampe hots jadi ku bisa tau contoh² soal pas ulangan karna bisa latsol , sayangnya ku baru tau apk ini pas selesai olimpiade coba aja ku tau dari awal mungkin... ya udah takdir , pokoknya ruangguru the best ditunggu update² untuk seru belajar😆😁😁",5,Positif
Hai... Aplikasi ruangguru ini memang sngat membantu banget bagi saya... Berkat aplikasi ini ranking saya naik menjadi rangking 2,5,Positif
tidak bisa di deskripsi kan dengan kata-kata,5,Positif
"Sebelumnya terima kasih sama ruang guru, berkat ruang guru Akhirnya aku bisa masuk university of oxford, jujur aku nggak bakal expect bgt wktu itu bisa keterima...and itu adlh achievmentku sndri.... aku bangga bangat nggak sia2 aku bimbel di sini... teruntuk teman... jangan lupa usaha,dan berdoa,ingat kunci kesuksesan tergantung dari mana kamu memulai... aku tunggu teman2 di Oxford nnti ada banyak hal yg aku pngn sharing ke kalian .... i love you guyss..... ❤❤❤thank u deveelopment ruang guru✨🎉",5,Positif
"Maaf, saya mau nonton Clash of Champions. Tapi, pas mau nonton di suruh Isi sekolah. Tapi pas saya mau isi, sekolah saya tidak ada di daftar. *Note: Saya bersekolah di SMPN 1 Lahat Selatan Jadi sementara saya pilih Mahasiswa/Umum saja.",4,Positif
Byk bug,1,Negatif
Cara semangat belajarku disini,5,Positif
"Aplikasi ini seru banget!. Sistem apk nya ngebuat kita jadi semakin semangat belajar. Selain itu, kita juga bisa lihat proges belajar kita. Dengan latihan soal yang sangat banyak, ini ngebuat otak kita terlatih. Apalagi ada penjelasan tentang jawaban nya juga. Kita jadi tahu di mana letak kesalah kita. Terimakasih ruang guru.",5,Positif
"awalnya download krna mau nonton clash of champions doang eh malah jadi berlangganan wkwk, mantep si😭❤️",5,Positif
Gw udh mau lulus kuliah tpi download emi nonton clash of champions wkwk,4,Positif
terima kasih ruang guru berkat belajar di ruang guru aku jd rank 3 di sd padahal biasa nya hanya rank 6-7,5,Positif
Download buat nonton university war 😭,5,Positif
Kill your limit!,5,Positif
sangat suka belajar disini,5,Positif
Bagus sekali aplikasi nya,5,Positif
makasiiiiii yaaa berkat kamu aqu masuk ptnnn😘💋😘💋😘,4,Positif
maaf tpi aku download cuman buat nonton clash of champions:),5,Positif
"Sangat membantu dalam pembelajaran, recommeded",5,Positif
Download ruang guru biar bisa nonton CoC🔥🔥,5,Positif
"MAKASI YA RUANG GURUUU, aku jadi bisa gapai kampus impiankuuu 💗",5,Positif
aku suka sekali dgn ruang guru,5,Positif
Kaya raya,5,Positif
Ruang guru ini dapat membuat ku belajar lebih giat jadi aku beri rate 5 bintang terima kasih ruang guru,5,Positif
"Daftar sekali,no kita di wa sama sales berkali kali,sudah beberapa kali minta bantuan tidak di gubris,mending cari yg lain de.yakin mending cari yg lain.mending cari aplikasi lainn",1,Negatif
Bayar gk kalo Download,5,Positif
Jujur aplikasi ini sangat membantu saya dlm brlajar,5,Positif
apakah aplikasi ini di bayar,5,Positif
"Aplikasi yang sangat bermanfaat, kapan-kapan kalau ada waktu,main-main dong ke sekolah Saya (Taman Madya kota Probolinggo).",5,Positif
MantaP,5,Positif
"sekarang udah gak bisa ganti warna icon app nya ya?? aku mau ganti, tapi gak bisa 😔😔",5,Positif
So good👍👍👍,5,Positif
Sangat membantuu dalam kegiatan pembelajaran!,5,Positif
Mantap mudah di pahamin dah juga di jelasin secara detail 👍👍👍,5,Positif
"Cukup membantu,tapi soal yg saya tanyakan tidak tersedia di robo guru",3,Netral
Beli kursus persiapan ielts taunya bukan seluruh soal dibahas satu2 malah disuruh milih mana aja yg mau dibahas wkwk kocakk saran mending bimbel offline di sekitar rumah aja tau gituu,1,Negatif
Aplikasi ruang guru ini sangat membantu 😊,5,Positif
Mayan,5,Positif
"Sangat membantu saya, aplikasi Ruang guru sangat the best",5,Positif
💙🩵💙🩵💙,5,Positif
100 bintang buat apk ini,5,Positif
Plis stop promosi ke wa gw.....,1,Negatif
udah konfirmasi berkali kali untuk ga lanjut pajet belajar tapi tetap aja dispam chat sm tim ruangguru. padahal isi dari chatnya suruh konfirmasi 1 kali aja. tapi selalu di chat lagi dan lagi pemutaran video suka error dan waktu di ss juga kadang gabisa,2,Negatif
Bisa bantu belajar matematika yang awalnya ngak bisa jadi bisa 🙌🙌🙌,5,Positif
"belajar jadi ga boring, gara² download apk inii aku jadi mood buat belajar karena engga ngebosenin",5,Positif
Saya mau pelajar saya masuk kelas 6,5,Positif
Baguss bangett aplikasi nyaa,5,Positif
"Tabungan penunjang karir kelas prakerja belum cair padahal sudah lebih 3 hari, dengan mantap saya turunkan jadi bintang 1",1,Negatif
bagus bida dimengerti,5,Positif
HBD Ruang guru yang ke 10 semoga makin sukses mengajar ya dan aku digratiskan aja hehe 🗿,5,Positif
"makasih banyak buat ruangguru yg udah nemenin aku di kelas 12 ini sampe lolos snbt walaupun pilihan 2 di universitas Airlangga. dukungan guru mbi amanatul ummah sama tryout dari ruangguru bikin aku berhasil dapet skor utbk 673, sekian.",5,Positif
"Keren min, bismillah bisa ikut AMERTA'24!!!",5,Positif
Bagusnya,5,Positif
ruang uji sekarang jawabanya kecil banget gak bisa baca.,5,Positif
"Halo minn,apk ini sangat membantu sekali untuk saya, terimakasih yaa atas ilmunya,untuk kalian yang masih berpendidikan in sgt rekomendasi yaa,semua ada disini kurikulum merdeka? tentu ada loh!! sehat terus yaa minn🤩🤩",5,Positif
Apk mudah belajar,4,Positif
Aplikasi nya sangat bagus,5,Positif
Apk ini bagus sekali untuk belajar apalagi materi smp,5,Positif
bermanfaat buat ngambis,5,Positif
Aplikasi ruang guru ini sangat seru aku rasanya kaya main game bukan belajar,5,Positif
Gratisin dong🫠,5,Positif
Aplikasi nya itu kita bisa bermain sambil belajar,5,Positif
ASSALAMUALAIKUM WR WB SALAM SEHAT SELALU SAHABAT KU TETAP LANCAR AMIN AMIN AMIN AMIN AMIN YA ROBAL ALAMIN TERIMAKASIH SALAM SEHAT SELALU SAHABAT KU SEMOGA BERMANFAAT UNTUK KITA BISA MENGERTI TENTANG YANG YANG TERJADI SEBENARNYA SEMOGA ALLOH MEMBANTU MENINGKATKAN DEMI MEMBANGUN MASA DEPAN,4,Positif
"saya kasih saran, untuk jurusan smk mohon diperbanyak karena hanya ada sedikit les untuk jurusan smk di ruangguru",1,Negatif
NICE,5,Positif
Ruang guru sangat luar biasa,5,Positif
Tidak ada alasan,5,Positif
Udah bagus skinnya bagus terus bisa belajar sampai paham sih tapi tolong perbaiki lagi soalnya pas kita udah nonton videonya terus bintang nya gak warna kuning jadi terpaksa kita harus nonton lagi,4,Positif
Gini nihh min klo aplikasi belajar yg make kan anak anak termasuk aku tapi kontennya kekunci + harus langganan klo gitu malah mempersulit bukan memudahkan,3,Netral
Langganan ruang guru serasa kena teror Pinjol. Tolong buat pihak ruang guru jangan nyepam Mulu diWA,3,Netral
seru sekali belajar di ruang guru,5,Positif
Sangat membantu menghadapi pembelajaran sehari-hari di sekolah dasar,5,Positif
"Aplikasinya menarik,tidak buat anak anak bosen dan banyak kegiatan yang dapat menambah wawasan para pengguna.",5,Positif
Aplikasi ini berguna banget buat belajar lewat video dan drill soal,5,Positif
"Download yang kualitas hd gak ada, tolong benerin",1,Negatif
"Error ngebug dikasih penilaian langsung lancar, Tiba-tiba ngebug lagi. Padahal jringan dah oke",1,Negatif
Belajar seru dengan ruang guru,5,Positif
Bagusss baget buat belajar enak dan nyaman buruan dwonload sekarang teman teman makasih ruang guru 😘,5,Positif
"Baru di update, knp jd sering ngebug keluar dari apk nya ya",3,Netral
Coba dulu,5,Positif
"Apknya error Terus, Suka Keluar sendiri padahal Apk yang lebih Berat lainnya di HP saya Ok-ok saja.",1,Negatif
"Perkenalkan aku M. rumuzi B. Pengalaman saya saat menggunakan ruang guru sangat menyenangkan karena semua materi yang aku peroleh dari aplikasi ini sangat membantu saya dalam memahami materi yang ada, namun akhir akhir ini yang bikin saya sebel adalah bugnya, setiap aku buka entah kenapa tiba-tiba keluar sendiri dari aplikasi nya padahal saya tidak mencet keluar dan saya ingin minta untuk di perbaiki agar tidak ada lagi bug yang menyebalkan, supaya nanti bisa memudahkan anak anak dalam belajar",1,Negatif
"bagus sih TAPI BISA GA KALO NAWARIN TUH GAUSAH TELP, GANGGU BANGET TOLONG YA, GA SEMUAN CS SUKA DI TAWARIN, APALAGI LEWAT TELEPON, oke jujur ruangguru cukup membantu dalam belajar, cuma ga suka klo di teror nawar² gini hweee",3,Netral
Apakah ini genza education ??,5,Positif
Bagus bangat saya jadi bisa belajar,5,Positif
Sangat mem,5,Positif
sipaling banyak kasi pr😓😓,5,Positif
Aku sangat suka belajar biar bisa buat masah demfat,5,Positif
Mahal banget 👎😭🤬,1,Negatif
Aplikasinya bagus banget aku suka kita dari yang belum paham jadi paham😊😉😁👍👏,5,Positif
"Udh 2 tahun berlangganan,hasilnya gak mengecewakan!! Nilai naik,ranking naik! Recommented banget sih ruangguru ini, ayo berlangganan sekarang!",4,Positif
pembelajarannya ga ngebosenin! :3,5,Positif
Enak banget belajar diruang guru tapi ada satu hal yang menggangu kalau habis dari materi tambahan kenapa otomatis ke soal padahal videonya belum selesai.Bisa sih dibatalin tapi ribet setiap selesai harus buru2 pencet batal sebelnya kalau dalam 1 video ada lebih dari 1 materi tambahan adapto jadi bikin ngak evisien aja,4,Positif
"I like it, I from Indonesia, I'm pretty and I'm so cool",5,Positif
"Ini sudah Kurikulum Merdeka, kapan mau nambahin Jurusan MPLB nih?",5,Positif
ACl Gamestop,5,Positif
"Aplikasi dengan banyak fitur menarik untul pembelajaran,video pembelajaran sangat menarik dan mudah dipahami",5,Positif
Aplikasi sangat buruk Disaat login tidak ada opsi kembali waktu itu saya salah masuk akun dn gk bisa login akhirnya hapus download lgi assuuu,1,Negatif
Bisa bermanfaat untuk menambah ilmu,4,Positif
gokil,5,Positif
"Untuk ruangguru boleh gk sihh no telepon tuh dijadiin privasi, soalnya banyak banget dari pihak ruangguru yang ngechat nawarin buat langganan ke Wa , risihh banget soalnya apalagi kalo udah nelpon nelpon, kirain ada hal hal penting tau nya dari pihak ruangguru yang nawarin buat langganan 😔😔😔",1,Negatif
"makasih untuk pengalamannya 2 tahun tapi stop please stop buat nelpon2 ga jelas (bkn cuma di wa tp pake nomor biasa) siapa yg ga risih klo gitu? klo saya butuh juga nanti saya pasti langganan lagi kok, gausa ditawarin udahhhh",2,Negatif
Terimakasih ruang guru ya walaupun ga masuk di snbp saya berhasil lolos di snbt...ga nyangka banget belajar cuma modal nonton video online+tryout bisa lolos prodi teknik sipil tapi kekuatan doa lebih penting pokoknya harus seimbang antara usaha dan doa kita insyaallah berhasil....maaf kemarin bintang 1 gara² ga lolos eligibel....see you next time,5,Positif
"Thankk you ruang Guru, aplikasi ini sangat bermanfaat sudah memberiku banyak ilmu. Saya jadi tambah semangat belajar.. Sekali lagi thank you buat ruang guru😘😘👍👍...",5,Positif
Bisa membantu dalam belajar,5,Positif
"bagus sekali untuk saya yang baru awal masuk Sma, karena disini ada banyak beberapa mapel"" yang perlu di pelajari dengan lebih oke dan baik lagi 👌👌.",5,Positif
i love u ruang guru,5,Positif
Bagus aplikasi nya dan bisa membuat kita belajar menjadi semangat dan seru,5,Positif
Ngeleg terus gasuka murid nya juga alay alay semua,1,Negatif
Sangat bagus untuk belajar ku setiap hari,5,Positif
"Pas pengen download kurang yakin bakalan efisien. Eh pas di download pembahasan nya mudah disimak dan dipahami, bagus bgt buat belajar☺️👍",5,Positif
"Bagusss, sangat berguna",5,Positif
Aplikasi ini sangat seru,5,Positif
Banyak yg berbayar,3,Netral
"sering sering adain promo plis, kendala ku di promo doang wkwkwk 🥹🥹🥹 mau dapet promo lagi dong dari ruangguru",4,Positif
goof,5,Positif
Aduhhhh! Kok saya di teror-teror sihh.. Padahal udah banyak yang saya blokir pesan dari aplikasi ini tapi malah muncul teruss.. pusing saya inii.. bukan memudahkan malah menyulitkan.. ga lagi deh langganan disini.. kapokk,2,Negatif
Dari app ini saya dapat meningkatkan minat dan fokus pedalaman materi terutama sejarah yg awalnya saya menganggap sejarah untuk di SMA itu kurang penting untuk dipelajari,5,Positif
pelajaranya bisa membuat nilai adik saya bisa naik dari 90 ke 100. terima kasih ruang guru sudah mengajar adik saya,5,Positif
Aplikasinya bagus 😁👍,5,Positif
"Pengalaman buruk dg ruang guru, sy 2x berlangganan, dan memutuskan untuk TDK melanjutkan lagi. Tapi no wa saya berkali-kali dispam oleh ruang guru. Dg puluhan no yg berbeda menawarkan perpanjangan berlangganan. Seharusnya ruang guru tidak memaksa seperti itu karna wa sy diakses oleh byk tutor yg mengatasnamakan ruang guru. Sy menyesal mendaftar ruang guru karna melindungi hak privasi seperti no wa pribadi dn melakukan spam dg puluhan nomor wa yg berbeda.",1,Negatif
Semoga berhasil dengan Ruang Guru,5,Positif
Untuk yang mau masuk,5,Positif
Terima kasih kepada yang menciptakan ruangguru karena dengan ruangguru sekarang saya bisa lebih mengerti materi saat belajar di ruangguru dilengkapi dengan penjelasan serta ilustrasi yang sangat2 membantu agar tidak bosan dan terima kasih juga kepada para guru/tutor yang menjelaskan di video2 ruangguru penjelasannya tidak terlalu cepat dan tidak terlalu lambat serta mudah dipahami,5,Positif
APASIH ORANG MAU BUKA LES PRIVAT MALAH ADA POP UP FUN SCIENCE FUN SCIENCE GANGGU TAUU APASIH,1,Negatif
Jelek dikit,4,Positif
"Bagus banget!vidio di ruang guru ini mudah dipahami.aku kalau mau ujian ga cape² baca buku paket banyak²,karena ada ruang guru,rangkuman nya sama kaya materinyaa Cuma kekurangan nya,kalau ngerjain latihan soal,jawaban nya ga jelas,kadang ga ada. Tapi bagus bangett☺️",4,Positif
Mau belajar harus berlangganan trus habistu pas kerjakan soal soalnya gk ada jawabannya gk ad juga,4,Positif
"ruang guru bug masa koneksi bagus, jadi koneksi anda terputus, tolong dong perbaiki",1,Negatif
"Saya sukaaa banget sama ruangguru ini, apalagi fitur adapto. Selain itu, penjelasan di ruang belajar juga membantu buat kerjain tugas-tugas dari bapak/ibu guru. Latihan soal yang ada di ruangguru ini sangat membantu, apalagi untuk memahami materi. Namun, akhir-akhir ini saat mengerjakan latihan soal, jawabannya terkadang tidak muncul ataupun tulisannya sangat kecil sehingga tidak terbaca sehingga saya sering salah dalam mengerjakannya. Mohon diperbaiki kembali 🙏",3,Netral
penjelasan kurang lengkap,1,Negatif
Semoga saya pintar,5,Positif
❤,5,Positif
"Di spam lewat wa oleh banyak nomer. Ganggu banget, tiap hari selama 3 bln, sehari bisa 2-4 nomer wa yg masuk.",2,Negatif
"Pembelajarannya sampe inti intinya dan gak ngebosenin, nilai aku jadi naik gara gra ruangguru. Bukan cuma nilai sih tapi aku jadi lebih memperdalam materi yang kadang tuh setengah setengah diajarin dri sekolah.",5,Positif
